collection date,customer id,username,verified,location,bio,display name,tweet date,tweet body,following count,follower count,total tweets,outbound link
collection date,customer id,username,verified,location,bio,display name,tweet date,tweet body,following count,follower count,total tweets,outbound link
collection date,customer id,username,verified,location,bio,display name,tweet date,tweet body,following count,follower count,total tweets,outbound link
collection date,customer id,username,verified,location,bio,display name,tweet date,tweet body,following count,follower count,total tweets,outbound link
